sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN323_2022-02-03,TN323,2022-02-03,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-03_Seduta_18/P5a_TN323_532_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-03_Seduta_18/P5a_TN323_532_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P5a_TN323_532_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P5b_TN323_532_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P5a_TN323_532_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P5b_TN323_532_grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
TN302_2018-10-10,TN302,2018-10-10,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P1b_302_grana.bmp""]",13,False,,"[""lattico di burro fuso ma con note lievemente pungenti, quasi fermentate, brodo evidente"", ""nella norma"", ""burro, floreale,burro fuso poco,latte"", ""PANNA"", ""forse uno dei pi\\ interessanti della batteria"", ""[REVIEW: punteggio alto senza commento]"", ""leggero"", ""un po di latte fermentato leggero in alcuni pezzi alla rottura"", ""nella norma"", ""nella norma""]","[""peccato per la evidente nota amara e lievemente acida"", ""nella norma"", ""leggermente amaro"", ""leggermente salato"", ""amaro, amaro anche se con presenti note dolciastre... controverso il giudizio"", ""salato;acido"", ""Conforme, equilibrato come il profumo"", ""sapore pieno, completo, forse anche dolce. nota amara"", ""amaro, umami, soprattutto in un paio di pezzi"", ""nota dolce leggerissimo piccante""]","[""latte cotto, brodo, abbastanza equilibrato"", ""nella norma"", ""florale,burro"", ""panna"", ""ricorda un formaggio per; non tipico da grana"", ""[REVIEW: punteggio alto senza commento]"", ""nessuna nota nuova rispetto al naso, ma intensit' buona"", ""brodo animale"", ""leggermente erbaceo e fruttato""]","[""tendenzialmente umida e cedevole, poco granulosa"", ""umido e pastoso. assenza di granuli"", ""struttura non presente, si impasta"", ""pastoso con granuli e cristalli"", ""pastoso"", ""buona, con equilibrio tra umidità e friabilità"", ""[REVIEW: punteggio alto senza commento]"", ""impasta la bocca. morbido, e fondente"", ""umido, pastoso, non friabile, non solubile / molto diversi i pezzi fra loro"", ""morbido, umido, microstruttura sottile, solubile"", ""nella norma""]","[""Non regolare"", ""Frattura molto regolare leggere striature centrale"", ""Microcchiatura fine. Grana abbastanza fine con lievi andamenti di verso"", ""nella norma"", ""[REVIEW: punteggio alto senza commento]"", ""[REVIEW: punteggio alto senza commento]"", ""leggermente microocch, zone leggermente stirate"", ""Leggera occhiatina diffusa ma rada grandiosa omogenea"", ""Leggera Microocchiatura diffusa centrale"", ""Frattura ok, grana bella ma con qualche difettosita legata alla micro occhiatura, e ad andamento striato"", ""Grana grossolana e frattura regolare"", ""[REVIEW: punteggio alto senza commento]""]","[""Presenza alone centrale percepibile con una macchia rosa"", ""Colore più chiaro sotto un piatto"", ""Colore chiaro appena più carico al centro, poco comunque. Mi pare vedere macchia rosa sul taglio. Non sono sicuro, non penaizzo"", ""nella norma"", ""[REVIEW: punteggio alto senza commento]"", ""nella norma"", ""Disomogeneo, più chiaro verso gli scalzi"", ""Macchia rosa?"", ""Chiaro con leggero alone"", ""Più scuro al centro, presenza di un alone rosa"", ""Bel colore tendente al chiaro"", ""[REVIEW: punteggio alto senza commento]""]","[""Piatto sfumato con media 8mm Scalzo sui 9mm Spigoli 15mm"", ""10 mm"", ""Piatti buoni"", ""nella norma"", ""[REVIEW: punteggio alto senza commento]"", ""nella norma"", ""nella norma"", ""9 10"", ""Più sottile su una faccia"", ""Sugli scalzi più grossa che su i piatti,ma mediamente 8 mm"", ""Sottile sui piatti""]",7.484615384615385,7.018461538461538,7.396923076923077,6.870769230769231,8.092307692307692,7.538461538461538,7.653846153846154,
TN302_2022-05-11,TN302,2022-05-11,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P1a_TN302_947_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P1a_TN302_947_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P1a_TN302_947_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P1b_TN302_947_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P1a_TN302_947_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P1b_TN302_947_Grana.bmp""]",2,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],"[""Il voto inerente a stalla sono stati due momenti e poi sparisce subito, per il salato ne manca un po’""]",[],"[""A tratti struttura bella bella""]",[],[],,,,,,,,
TN311_2022-06-08,TN311,2022-06-08,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P3a_TN311_551_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P3a_TN311_551_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P3a_TN311_551_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P3b_TN311_551_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P3a_TN311_551_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P3b_TN311_551_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],[],"[""Grassa""]",[],[],,,,,,,,
TN305_2021-02-24,TN305,2021-02-24,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-24_Seduta_23/P3_TN305_101_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-24_Seduta_23/P3_TN305_101_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P3_TN305_101_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P3_TN305_101_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P3_TN305_101_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P3_TN305_101_GRANA_B.bmp""]",7,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],"[""Brodo vegetale dominante""]","[""Solo leggermente asciutto""]","[""Un grande steappo"", ""Taglio clamoroso. Struttura centrale diversa"", ""Fessura enorme"", ""1 punto in meno per lo spacco enorme. Una forma così Non dovrebbe arrivare al panel"", ""Grossa fessura >5 cm"", ""Disidratata""]",[],[],,,,,,,,
TN319_2018-11-21,TN319,2018-11-21,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P5b_319_grana.bmp""]",10,False,,"[""muffa"", ""leggera tostatura che prevale"", ""leggero crosta e formaggio cotto"", ""crosta"", ""fermentato"", ""profumi vegetali"", ""leggermente difettoso"", ""fiori e frutta"", ""[REVIEW: punteggio alto senza commento]"", ""brodo""]","[""amaro"", ""equilibrato ma con finale amarognolo e sapidità forte"", ""un po' salato con accento di umami e acido"", ""dolce marcato"", ""acido, leggermente piccante"", ""tendente al dolce"", ""inizia molto dolce poi diventa salato leggermente amarognolo"", ""un po- dolce e nota piccante ma abbastanza equilibrato"", ""particolarmente dolce"", ""brodo""]","[""nella norma"", ""emmenthal, brodo"", ""umami accentuato, leggera punta di stantio"", ""nella norma"", ""non sa di grana"", ""nella norma"", ""emmental"", ""fermentato"", ""propionico""]","[""morbido"", ""manca di umidità , troppo asciutto"", ""duro, solubile, granulometria grossolana ma solubile, cristalli percepibili"", ""nella norma"", ""pastoso e molle"", ""nella norma"", ""molto tenero cristalli"", ""cedevole e un po- adesivo"", ""compatto"", ""nella norma""]","[""Struttura per gran parte stirata Presenza area spugnosa al centro"", ""MaceRO FRATTURA A T DUE OCCHIATURE VARIE MICROOCCHIATURE STIRATA"", ""Spugnatura centrale con crepa e occhio da 1 cm"", ""Grande area centrale spugnosa, bolle, fratture"", ""Stirata ma soprattutto estremamente spugnosa al centro!"", ""Taglio regolare ma grande zona centrale spinosa e fratturata"", ""Spugna centrale con occhio e sapacco"", ""Micro occhiatura soprattutto centrale effetto spugna, qualche occhio più grande e lucido, spacchi notevoli"", ""Zone stirato, presenza di microocchiature e struttura sbrinz"", ""Spugna fessura stirata grana poco formata""]","[""Colore omogeneo"", ""nella norma"", ""nella norma"", ""Carico"", ""Giallo chiaro con macchioline rosate"", ""Giallo un po' carico, con sfumatura più chiara parte esterna"", ""Alone centrale in qualche sfumatura risata in corrispondenza delle bocciature più importanti"", ""Tende al chiaro ma grigiastra"", ""Alone centrale scuro macchia rosa su occhio""]","[""Crosta sfumata Media 10mm"", ""Sottile ai piatti"", ""nella norma"", ""Molto spessa su un piatto"", ""nella norma"", ""8 mm"", ""9 10"", ""10 mm in media"", ""nella norma""]",7.252,6.784000000000001,6.322,6.718000000000001,5.0200000000000005,6.94,7.12,
TN306_2018-11-07,TN306,2018-11-07,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-07/P3a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-07/P3a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-07\\P3a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-07\\P3b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-07\\P3a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-07\\P3b_306_grana.bmp""]",8,False,,"[""nella norma"", ""nella norma"", ""delicato e poco percettibile"", ""poco intenso, caramella mou, note di formaggio nostrano""]","[""amaro acido"", ""nella norma"", ""[REVIEW: punteggio alto senza commento]"", ""salatino"", ""un po' amaro, salato, umami -"", ""dolce sapido con buon umami e lieve piccantezza, equilibrato"", ""salato e pizzica troppo""]","[""nella norma"", ""nella norma"", ""tostati, erbe amare, lattico cotto, crosta di formaggio"", ""poco complesso con note di formaggio cotto e crosta di formaggio, forse un po passato"", ""nella norma""]","[""asciutto impasta poco solub"", ""nella norma"", ""[REVIEW: punteggio alto senza commento]"", ""nella norma"", ""struttura cedevole, molle e pastosa"", ""finale potrebbe essere più solubile"", ""granulosa, asciutta, solubile, dura, forse poco umida"", ""nella norma""]","[""Frattura irregolare"", ""Microocchitura"", ""Frattura non regolare ma struttura abbastanza omogenea"", ""Grana grossa"", ""Grossolana, non omogenea nel sottocrosta, avvallamento deciso creato alla rottura"", ""Frattura non bellissima ma grana ben struttura"", ""Bella Leggero occhiatura""]","[""Netto alone ad anello rosato"", ""Vistose aree con colorazione alterata"", ""Parte centrale vistosamente più scura"", ""Alone centrale bruno evidente"", ""Strisce rosa su alone centrale"", ""Difetto so"", ""Enorme striscia rosa e alone centrale scuro""]","[""8"", ""nella norma"", ""nella norma"", ""nella norma"", ""1 cm"", ""Meno di 10, più intenso sotto un piatto"", ""nella norma"", ""nella norma"", ""8"", ""nella norma"", ""nella norma"", ""nella norma"", ""1 cm"", ""Meno di 10, più intenso sotto un piatto"", ""nella norma"", ""nella norma""]",7.45,7.075,7.2925,7.4125,7.375,4.975,7.2,
TN314_2021-02-03,TN314,2021-02-03,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-03_Seduta_20/P3_TN314_267_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-03_Seduta_20/P3_TN314_267_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-03_Seduta_20\\P3_TN314_267_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-03_Seduta_20\\P3_TN314_267_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-03_Seduta_20\\P3_TN314_267_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-03_Seduta_20\\P3_TN314_267_GRANA_B.bmp""]",2,False,Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Bella intensità""]","[""Amaro esaltato prevalenti""]",[],[],"[""Forse frattura non perfettamente regolare""]",[],[],,,,,,,,
TN307_2021-02-24,TN307,2021-02-24,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-24_Seduta_23/P4_TN307_213_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-24_Seduta_23/P4_TN307_213_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P4_TN307_213_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P4_TN307_213_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P4_TN307_213_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-24_Seduta_23\\P4_TN307_213_GRANA_B.bmp""]",6,False,Nessun commento Sapore; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Ci sono comunque sentori positivi come brodo di carne e pane tostato ma il NOSTRANO è MOLTO INTENSO e caratterizzante"", ""Intensità moderata""]",[],"[""Giovane poco evoluto""]","[""Forse pastoso""]","[""Evidente microocchitura. Non proprio micro"", ""Metà brutta molto, metà bellina"", ""Troppa microocchiatura""]",[],[],,,,,,,,
TN338_2018-09-19,TN338,2018-09-19,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P6b_338_grana.bmp""]",10,False,Nessun commento Aroma; Nessun commento Texture,"[""sbilanciato sul vegetale e sul brodo di verdura, nota lattica presente ma comunque poco intensa"", ""yogurt,frutta tropicale"", ""leggermente cotto"", ""sentore di cotto"", ""bel naso da grana con leggera tostatura"", ""burro fuso e bruciato,"", ""panna scaldata""]","[""dolce sapido, mediamente piccante, umami moderato"", ""equilibrato"", ""amaro"", ""dolce e poco salato"", ""equlibrato ed anche dolce&burroso"", ""amaro piuttosto evidente, piccante leggero""]",[],[],"[""Spugna centrale"", ""Stirata compatta con zona centrale tendente al gessato forte microocchiature concentrate al centro"", ""Granulosa"", ""Spugnosita centrale"", ""Microocchiatura, spinoso, stirato"", ""Grana fine con zona spagnola centrale abbastanza diffusa,"", ""Microocchiatura, grana brutta non tipica"", ""Micro occhiatura centrale, zone più lisce altre più granulose"", ""Bella frattura, micro occhiatura a tratti diffusa, grana non molto profilata"", ""Grana media con occhiatura omogenea la frattura""]","[""Disomogeneità di colorazione"", ""Chiaro con centro più bianco"", ""Omogeneo"", ""nella norma"", ""Colore giallo carico a macchie, negativo"", ""Colore più intenso verso un piatto"", ""Non omogeneo"", ""Disomogenea, a fasce più chiara, centro quasi rosato"", ""Abbastanza Omogeneo, un po' più scuro Su un lato"", ""Giallo carico omogeneo con tendenza a tonalità più chiara""]","[""Piatto circa 12mm Scalzo circa 15mm Spigoli circa 22mm Media 13mm"", ""12 mm"", ""Regolare"", ""nella norma"", ""Crosta piuttosto spessa"", ""10 km"", ""11 12 mm"", ""Piuttosto marcata"", ""11 valore medio""]",7.198,7.252,,,6.029999999999999,6.7700000000000005,6.65,
TN328_2021-01-27,TN328,2021-01-27,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-27_Seduta_19/P6_TN328_961_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-27_Seduta_19/P6_TN328_961_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P6_TN328_961_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P6_TN328_961_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P6_TN328_961_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P6_TN328_961_GRANA_B.bmp""]",7,False,Nessun commento Spessore della Crosta,"[""Tanto latte, burro fresco. Alla prima occasione odore di altro formaggio, fermentato che mi fa penalizzare"", ""Quasi disturba!""]","[""Equilibrato"", ""Leggermente amarognolo"", ""Anonimo è debole""]","[""Castagne""]","[""Non ottimale, anzi non bella!""]","[""Qualche occhietti e fessure nella zona di uno spigolo"", ""3 piccoli occhi""]","[""Alone rosato molto carico"", ""Il più pesante alone di tutti i tempi"", ""Pessima!"", ""Alone centrale molto marcato, di colore quasi arancione""]",[],,,,,,,,
