id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
880,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0O,TG_35
881,FUORI_ATTRIBUTO,È più evidente sotto un piatto.,Più evidente sotto un piatto,Più evidente sotto un piatto,2018,C0Q,Q_09
882,FUORI_ATTRIBUTO,"La crosta è difforme su due piatti, con una media di 1 cm.",Crosta difforme sii due piatti. Media 1cm,Crosta differenzaorme sii due piatti. Media 1cm,2018,C0Q,TG_13
883,OK,"La crosta del campione risulta più spessa su un piatto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Più spessa su un piatto,Più spessa su un piatto,2018,C0Q,TG_14
884,OK,"La crosta del campione risulta più marcata su un piatto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Più marcata su un piatto,Più marcata su un piatto,2018,C0Q,TG_20
885,OK,"La crosta del campione, senza scalzo, risulta molto più sottile dell'altro, con una crosta mediamente grossa.","No scalzo risulta molto più sottile dell'altro,crosta mediamente grossa","No scalzo risulta molto più sottile dell'altro,crosta mediamente grossa",2018,C0Q,TG_35
886,OK,"La crosta del campione è molto fine con un po' di unghia, con uno spessore di 0,8 cm.","Crosta molto fine con un po' di unghia 0,8 cm","Crosta molto fine con leggermente' di unghia 0,8 cm",2018,C0R,TG_13
887,FUORI_ATTRIBUTO,La frattura è regolare e molto granulosa.,Frattura regolare molto granuloso,Frattura regolare molto granuloso,2018,C0R,TG_35
888,OK,"La crosta del campione presenta uno spessore irregolare e disomogeneo, con una pigmentazione sfumata, non conforme alle attese per la stagionatura del Grana Trentino DOP.",Disomogenea e sfumata Spessore medio 10mm,Disomogenea e sfumata Spessore medio 10mm,2018,C0A,Q_02
889,OK,"Lo spessore della crosta è di 0,8 cm, conforme alle attese per il Grana Trentino DOP.","0,8 cm",molto sottile,2018,C0A,TG_13
890,OK,"La crosta ha uno spessore compreso tra 8 e 9 mm, in linea con le specifiche per il Grana Trentino DOP.",8 9,nella norma 9,2018,C0A,TG_19
891,OK,"La crosta del campione risulta più sottile su un lato, conforme alle attese per la stagionatura del Grana Trentino DOP.",Più sottile su un lato,Più sottile su un lato,2018,C0A,TG_20
892,OK,"La crosta del campione presenta uno spessore leggermente spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Leggermente spessa,Leggermente spessa,2018,C0A,TG_35
893,OK,"La crosta del campione presenta uno spessore irregolare e disomogeneo, con una pigmentazione sfumata, non conforme alle attese per la stagionatura del Grana Trentino DOP.",Disomogenea e sfumata Media 11mm,Disomogenea e sfumata Media 11mm,2018,C0C,Q_02
894,FUORI_ATTRIBUTO,È larga agli scalzi.,Larga agli scalzi,Larga agli scalzi,2018,C0C,TG_05
895,OK,"Lo spessore della crosta è di 0,7 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,7 cm",molto sottile,2018,C0C,TG_13
896,OK,"La crosta presenta uno spessore di 8 mm, in linea con le aspettative per il Grana Trentino DOP.",8,nella norma,2018,C0C,TG_19
897,CONFORME,"Il campione presenta caratteristiche nella media, conformi agli standard del Grana Trentino DOP.",Nella media,Nella media,2018,C0C,TG_20
898,CONFORME,"La crosta non è né grossa né fine, mantenendo le caratteristiche conformi per il Grana Trentino DOP.",Ne grossa ne fine,Ne grossa ne fine,2018,C0C,TG_35
899,OK,"La crosta del campione presenta uno spessore irregolare e disomogeneo, con una pigmentazione sfumata, non conforme alle attese per la stagionatura del Grana Trentino DOP.",Disomogenea sfumata su un lato Media 8mm,Disomogenea sfumata su un lato Media 8mm,2018,C0E,Q_02
900,OK,"La crosta del campione risulta spessa sotto i 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spesso sotto i 10 mm,Spesso sotto i 10 mm,2018,C0E,TG_04
901,FUORI_ATTRIBUTO,"Lo spessore è di 1,2 cm.","1,2 cm",molto sottile,2018,C0E,TG_13
902,OK,"La valutazione di 10 indica un campione di eccellente qualità, conforme alle attese per la stagionatura del Grana Trentino DOP.",10,nella norma,2018,C0E,TG_19
903,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0E,TG_20
904,FUORI_ATTRIBUTO,È spessa.,Spessa,Spessa,2018,C0E,TG_35
905,FUORI_ATTRIBUTO,"La crosta è sfumata e disomogenea, con uno spessore medio di 9 mm.",Crosta sfumata disomogenea Media 9mm,Crosta sfumata disomogenea Media 9mm,2018,C0L,Q_02
906,FUORI_ATTRIBUTO,Lo spessore è irregolare.,Spessore irregolare,Spessore irregolare,2018,C0L,TG_04
907,FUORI_ATTRIBUTO,"La crosta è finissima, ma l'unghia è evidente.",Crosta finissima ma unghia evidente,Crosta finissima ma unghia evidente,2018,C0L,TG_13
908,OK,"La valutazione di 9-10 suggerisce un campione di alta qualità, in linea con gli standard del Grana Trentino DOP.",9 10,nella norma 10,2018,C0L,TG_19
909,CONFORME,Il campione presenta caratteristiche conformi alle attese per la stagionatura del Grana Trentino DOP.,Nella media,Nella media,2018,C0L,TG_20
910,FUORI_ATTRIBUTO,È piuttosto spessa.,Piuttosto spessa,Piuttosto spessa,2018,C0L,TG_35
911,FUORI_ATTRIBUTO,"La crosta è disomogenea e sfumata, con uno spessore medio di 11 mm.",Disomogenea sfumata  Spessore medio 11mm,Disomogenea sfumata  Spessore medio 11mm,2018,C0M,Q_02
912,FUORI_ATTRIBUTO,"Su un piatto, la crosta è sfumata e più spessa, a tratti più sottile e definita.","Su un piatto sfumata e piú spessa, A tratti più  sottile e definita,","Su un piatto sfumata e piú spessa, A tratti più  sottile e definita,",2018,C0M,TG_04
913,FUORI_ATTRIBUTO,Lo spessore è di 1 cm.,1cm,molto sottile,2018,C0M,TG_13
914,FUORI_ATTRIBUTO,È di 8 mm o meno.,8 o meno,nella norma o meno,2018,C0M,TG_19
915,FUORI_ATTRIBUTO,È spesso e sfumato.,Spesso e sfumato,Spesso e sfumato,2018,C0M,TG_20
916,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0M,TG_35
917,FUORI_ATTRIBUTO,"È disomogenea, con uno spessore di almeno 10 mm.",Disomogenea Media ALMENO 10mm,Disomogenea Media ALMENO 10mm,2018,C0N,Q_02
918,FUORI_ATTRIBUTO,"È di 1 cm, ma con molta unghia sugli angoli.",1 cm ma con tanta unghia sugli angoli,molto sottile ma con unghia evidente sugli angoli,2018,C0N,TG_13
919,OK,"La valutazione di 8-9 indica un campione di buona qualità, che rispetta le norme per il Grana Trentino DOP.",8 9,nella norma 9,2018,C0N,TG_19
920,CONFORME,Il campione è conforme alle attese per la stagionatura del Grana Trentino DOP.,Nella media,Nella media,2018,C0N,TG_20
921,FUORI_ATTRIBUTO,È spessa.,Spessa,Spessa,2018,C0N,TG_35
922,OK,"La crosta del campione presenta uno spessore irregolare, con una misura media di 9mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta sfumata e dispari Media 9mm,Crosta sfumata e dispari Media 9mm,2018,C0A,Q_02
923,FUORI_ATTRIBUTO,"Il colore sotto la crosta è sfumato, con angoli netti.",Colore sotto crosta sfumato netti gli angolo,Colore sotto crosta sfumato netti gli angolo,2018,C0A,Q_09
924,FUORI_ATTRIBUTO,"È piatto e a cavallo del cm, con scalzi spessi.",Piatto a cavallo del cm. Scalzi spessi,Piatto a cavallo del cm. Scalzi spessi,2018,C0A,TG_04
925,FUORI_ATTRIBUTO,"L'unghia è spessa e misura 1,1 cm.","1,1 cm  Unghia spessa",molto sottile  Unghia spessa,2018,C0A,TG_13
926,OK,"La valutazione di 10 deciso evidenzia un campione di qualità superiore, in linea con gli standard del Grana Trentino DOP.",10 deciso,nella norma deciso,2018,C0A,TG_19
927,FUORI_ATTRIBUTO,Il formaggio è piuttosto alto.,Piuttosto alto!!!,Piuttosto alto!!!,2018,C0A,TG_24
928,FUORI_ATTRIBUTO,"Ci sono scalzi e spigoli grossi, con una media di 1.",Peccato per gli scalzi e gli spigoli grossi media 1,Peccato per gli scalzi e gli spigoli grossi media 1,2018,C0A,TG_26
929,OK,"La crosta del campione presenta uno spessore sfumato, con una misura media di 10mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta sfumata Media 10mm,Crosta sfumata Media 10mm,2018,C0C,Q_02
930,OK,"Lo spessore di 0,6 cm della crosta è conforme alle attese per la stagionatura del Grana Trentino DOP.","0,6 cm",molto sottile,2018,C0C,TG_13
931,OK,"La valutazione di 8 suggerisce un campione di buona qualità, conforme alle attese per il Grana Trentino DOP.",8,nella norma,2018,C0C,TG_19
932,OK,"La crosta del campione è variabile ma mediamente fine, conforme alle attese per la stagionatura del Grana Trentino DOP.",Variabile ma mediamente fine:-)media,Variabile ma mediamente fine:-)media,2018,C0C,TG_24
933,ILLEGGIBILE,,10mm,nella normamm,2018,C0G,Q_02
934,OK,"Il colore aranciato della sottocrosta è più evidente su un lato, conforme alle attese per la stagionatura del Grana Trentino DOP.",Colore sganciato del sotto crosta più evidente su 1 lato,Colore aranciato del sotto crosta più evidente su 1 lato,2018,C0G,Q_09
935,OK,"Il limite della crosta è molto netto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Limite molto netto,Limite molto netto,2018,C0G,TG_04
936,OK,"La crosta del campione è fine sui piatti e spessa sugli scalzi, con una misura media di 0,9cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","Fine sui  piatti, spessa sugli scalzi 0,9cm media","Fine sui  piatti, spessa sugli scalzi 0,9cm media",2018,C0G,TG_13
937,OK,"La valutazione di 9 deciso indica un campione di alta qualità, conforme agli standard del Grana Trentino DOP.",9 deciso,nella norma deciso,2018,C0G,TG_19
938,OK,"La crosta del campione è fine nei piatti e grossa negli scalzi, conforme alle attese per la stagionatura del Grana Trentino DOP.",Fine nei patti e grossa negli scalzi...,Fine nei patti e grossa negli scalzi...,2018,C0G,TG_24
939,OK,"La crosta del campione presenta uno spessore medio di 7mm e risulta sfumata, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessore medio 7mm Crosta sfumata,Spessore medio 7mm Crosta sfumata,2018,C0H,Q_02
940,OK,"Lo spessore di 0,8 cm della crosta è in linea con le attese per la stagionatura del Grana Trentino DOP.","0,8 cm",molto sottile,2018,C0H,TG_13
941,OK,"La valutazione di 8 indica un campione di buona qualità, conforme alle attese per il Grana Trentino DOP.",8,nella norma,2018,C0H,TG_19
942,FUORI_ATTRIBUTO,"C'è una grande differenza tra piatti e scalzi, ma mediamente è fine.",Molto diverso tra piatti e scalzi ma mediamente fine,Molto diverso tra piatti e scalzi ma mediamente fine,2018,C0H,TG_24
943,FUORI_ATTRIBUTO,La sfumatura è dispari e misura 11 mm.,Dispari sfumata 11mm,Dispari sfumata 11mm,2018,C0M,Q_02
944,OK,"La crosta del campione presenta uno spessore fine sui piatti e più spessa sugli scalzi, con un'unghia marcata.","Crosta molto fine sui piatti, più spessa sugli scalzi. Unghia marcata","Crosta molto fine sui piatti, più spessa sugli scalzi. Unghia marcata",2018,C0M,TG_13
945,FUORI_ATTRIBUTO,"Sotto un piatto, la misura è più marcata a 8.",8 più marcato sotto un piatto,nella norma più marcato sotto un piatto,2018,C0M,TG_19
946,FUORI_ATTRIBUTO,Il formaggio è di media consistenza.,Medio..,Medio..,2018,C0M,TG_24
947,OK,"La crosta del campione presenta uno spessore sfumato, media di 8 mm.",Crosta sfumata Media 8mm,Crosta sfumata Media 8mm,2018,C0N,Q_02
948,OK,La crosta del campione è molto sottile.,1 cm,molto sottile,2018,C0N,TG_13
949,OK,La crosta del campione è spessa sugli scalzi.,Spessa agli scalzi,Spessa agli scalzi,2018,C0N,TG_14
950,OK,"La valutazione di 9-10 suggerisce un campione di alta qualità, in linea con gli standard del Grana Trentino DOP.",9 10,nella norma 10,2018,C0N,TG_19
951,FUORI_ATTRIBUTO,Il formaggio è alto.,Alto...,Alto...,2018,C0N,TG_24
952,FUORI_ATTRIBUTO,La differenza è più evidente su un lato.,Più evidente su un lato,Più evidente su un lato,2018,C0A,Q_09
953,OK,"La crosta del campione è molto sottile, spessa sugli scalzi e fine sui piatti, con un'unghia marcata.","1,2 cm spessa sugli scalzi e fine su i piatti ma con unghia marcata",molto sottile spessa sugli scalzi e fine su i piatti ma con unghia marcata,2018,C0A,TG_13
954,OK,"La valutazione di 10 indica un campione di eccellente qualità, conforme alle attese per la stagionatura del Grana Trentino DOP.",10,nella norma,2018,C0A,TG_19
955,OK,La crosta del campione presenta uno spessore mediamente di 8 mm.,Mediamente  8 mm,Mediamente  8 mm,2018,C0A,TG_24
956,FUORI_ATTRIBUTO,La media è 1.,Media 1,Media 1,2018,C0A,TG_26
957,OK,"La crosta del campione è molto spessa, soprattutto sugli scalzi, quasi 2 cm.",Molto spessa soprattutto sugli scalzi quasi 2cm,Molto spessa soprattutto sugli scalzi quasi 2cm,2018,C0A,TG_35
958,FUORI_ATTRIBUTO,Il colore è aranciato e molto carico.,Colore aranciato molto carico,Colore aranciato molto carico,2018,C0D,Q_09
959,FUORI_ATTRIBUTO,"Un piatto è molto spesso, mentre l'altro è buono.",1 piatto molto spesso. L'altro  buono,1 piatto molto spesso. L'altro  buono,2018,C0D,TG_04
960,FUORI_ATTRIBUTO,È ben visibile.,Ben visibile,Ben visibile,2018,C0D,TG_11
961,FUORI_ATTRIBUTO,"La crosta è molto spessa e misura 1,5 cm con unghia marcata.","1,5 cm. Crosta molto spessa con unghia marcata",molto sottile. Crosta molto spessa con unghia marcata,2018,C0D,TG_13
962,OK,"La valutazione di 10 scuro suggerisce un campione di alta qualità, conforme agli standard del Grana Trentino DOP.",10 scuro,nella norma scuro,2018,C0D,TG_19
963,FUORI_ATTRIBUTO,La differenza è più evidente su un lato.,Più evidente su un lato,Più evidente su un lato,2018,C0D,TG_20
964,FUORI_ATTRIBUTO,Il formaggio è piuttosto grosso.,Piuttosto grossa!,Piuttosto grossa!,2018,C0D,TG_24
965,OK,"La crosta presenta uno spessore molto spessa, sia su un piatto che sugli scalzi.",Spessa molto su un piatto e sugli scalzi,Spessa molto su un piatto e sugli scalzi,2018,C0D,TG_26
966,FUORI_ATTRIBUTO,Le facce e gli scalzi presentano spessori differenti.,Le facce e gli scalzi hanno spessori differenti,Le facce e gli scalzi hanno spessori differenzaerenti,2018,C0D,TG_35
967,FUORI_ATTRIBUTO,Ci sono scalzi e angoli.,Sugli scalzi e angoli,Sugli scalzi e angoli,2018,C0E,Q_09
968,FUORI_ATTRIBUTO,I piatti sono belli.,Bei piatti,Bei piatti,2018,C0E,TG_04
969,CONFORME,"Il campione presenta caratteristiche regolari, conformi alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0E,TG_05
970,FUORI_ATTRIBUTO,Il formaggio misura 1 cm.,1 cm,molto sottile,2018,C0E,TG_13
971,FUORI_ATTRIBUTO,La consistenza è abbastanza sottile.,Abbastanza sottile,Abbastanza sottile,2018,C0E,TG_20
972,FUORI_ATTRIBUTO,C'è una differenza tra i piatti e gli scalzi più fini.,Diverso tra piatti e scalzi più fini!,Diverso tra piatti e scalzi più fini!,2018,C0E,TG_24
973,CONFORME,"Il campione presenta uno spessore della crosta che non è né sottile né grossa, conforme alle attese per il Grana Trentino DOP.",Ne sottile ne grossa,Ne sottile ne grossa,2018,C0E,TG_35
974,FUORI_ATTRIBUTO,Un piatto è sopra e uno sotto il cm.,"1 piatto sopra, 1 piatto sotto ilcm","1 piatto sopra, 1 piatto sotto ilcm",2018,C0H,TG_04
975,OK,"La crosta è molto sottile, ma presenta uno spessore più elevato sugli scalzi.","0,9 cm più spessa sugli scalzi",molto sottile più spessa sugli scalzi,2018,C0H,TG_13
976,OK,"La valutazione di 9 chiaro indica un campione di alta qualità, conforme alle attese per il Grana Trentino DOP.",9 chiaro,nella norma chiaro,2018,C0H,TG_19
977,OK,La crosta è più spessa verso una faccia.,Più spessa verso una faccia,Più spessa verso una faccia,2018,C0H,TG_20
978,FUORI_ATTRIBUTO,Tre lati misurano più di 10 mm e uno misura 5 mm.,Tre lati maggiori di 10 mm e 1 da 5 mm,Tre lati maggiori di 10 mm e 1 da 5 mm,2018,C0H,TG_24
979,CONFORME,"Il campione presenta uno spessore della crosta che non è né sottile né grossa, conforme alle attese per il Grana Trentino DOP.",Ne sottile ne grossa,Ne sottile ne grossa,2018,C0H,TG_35
980,FUORI_ATTRIBUTO,La misura è sempre superiore al cm.,Sempre superiore  al cm,Sempre superiore  al cm,2018,C0M,TG_04
981,FUORI_ATTRIBUTO,"La crosta è fine, ma presenta un'unghia più spessa su un piatto.",Crosta fine ma con unghia più spessa su un piatto.,Crosta fine ma con unghia più spessa su un piatto.,2018,C0M,TG_13
982,OK,"La valutazione di 9 suggerisce un campione di buona qualità, conforme alle attese per il Grana Trentino DOP.",9,nella norma,2018,C0M,TG_19
983,FUORI_ATTRIBUTO,La spessore è molto elevato su un lato.,Molto spessa su un lato,Molto spessa su un lato,2018,C0M,TG_20
984,OK,"Lo spessore della crosta è mediamente di 10 mm, conforme alle attese per la stagionatura.",Mediamente 10 mm,Mediamente 10 mm,2018,C0M,TG_24
985,OK,"La crosta del campione presenta uno spessore sottile, conforme alle attese per la stagionatura.",Sottile,Sottile,2018,C0M,TG_35
986,OK,"Il colore della sottocrosta è carico e aranciato, più evidente su un piatto.",Colore sottoscritta carico sganciato più evidente su un piatto,Colore sottocrosta carico aranciato più evidente su un piatto,2018,C0Q,Q_09
987,FUORI_ATTRIBUTO,La misura è sempre sopra al cm e su un piatto è molto spessa.,Sempre sopra al cm. Su 1 piatto molto spessa,Sempre sopra al cm. Su 1 piatto molto spessa,2018,C0Q,TG_04
988,OK,La crosta è molto sottile ma presenta un'unghia marcata.,1 cm ma con unghia marcata,molto sottile ma con unghia marcata,2018,C0Q,TG_13
989,OK,"La valutazione di 9-10 indica un campione di alta qualità, in linea con gli standard del Grana Trentino DOP.",9 10,nella norma 10,2018,C0Q,TG_19
990,FUORI_ATTRIBUTO,La spessore è maggiore su una faccia.,Spessa più spessa su una faccia,Spessa più spessa su una faccia,2018,C0Q,TG_20
991,OK,La crosta è troppo alta negli scalzi.,Troppo alta negli scalzi!,Troppo alta negli scalzi!,2018,C0Q,TG_24
992,FUORI_ATTRIBUTO,Christine ha osservato sugli scalzi.,Christine sugli scalzi,crosta sugli scalzi,2018,C0Q,TG_26
993,OK,"La crosta è piuttosto spessa, soprattutto sugli scalzi.",Piuttosto spessa soprattutto sugli scalzi,Piuttosto spessa soprattutto sugli scalzi,2018,C0Q,TG_35
994,OK,"Lo spessore della crosta presenta una misura di 8 mm su un lato e 6 mm sull'altro, evidenziando una leggera asimmetria.",8  su 1 lato e 6 sull'altro,nella norma  su 1 lato e 6 sull'altro,2018,C0A,Q_09
995,OK,"La crosta è molto sottile, ma più spessa su un piatto.","0,6 cm più spessa su un piatto",molto sottile più spessa su un piatto,2018,C0A,TG_13
996,ILLEGGIBILE,,Diverso da un piatto allaltro,Diverso da un piatto allaltro,2018,C0A,TG_14
997,OK,La crosta non è regolare.,N9n regolare,non regolare,2018,C0B,TG_04
998,OK,"La crosta è molto sottile, marcata e presenta un'unghia di colore ocra.","1,1 cm crosta marcata con unghia di colore ocra",molto sottile crosta marcata con unghia di colore ocra,2018,C0B,TG_13
999,OK,"La valutazione dello spessore della crosta è compresa tra 9 e 10 mm, indicando una buona conformità alle attese.",9 10,nella norma 10,2018,C0B,TG_14
1000,OK,La crosta è molto spessa con spigoli pronunciati sugli scalzi.,Scalzi molto spessa spigoli pronunciati,Scalzi molto spessa spigoli pronunciati,2018,C0B,TG_20
1001,OK,"Lo spessore della crosta è di 8 mm, conforme alle aspettative per la stagionatura del Grana Trentino DOP.",8,nella norma,2018,C0C,Q_09
1002,OK,"La crosta del campione presenta uno spessore di 1 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.",1 cm,molto sottile,2018,C0C,TG_13
1003,FUORI_ATTRIBUTO,"La misura è meno di 10, ma è più intensa sotto un piatto.","Meno di 10, più intenso sotto un piatto","Meno di 10, più intenso sotto un piatto",2018,C0C,TG_14
1004,CONFORME,"La crosta del campione presenta uno spessore regolare e scalzo, con angoli ben definiti e una sottocrosta leggermente rugosa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare spessore,Regolare spessore,2018,C0G,TG_04
1005,OK,"La crosta del campione presenta uno spessore di 0,8 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,8 cm",molto sottile,2018,C0G,TG_13
1006,FUORI_ATTRIBUTO,La spessore è maggiore su una faccia.,Più spessa su una faccia,Più spessa su una faccia,2018,C0G,TG_19
1007,ILLEGGIBILE,,"1,1","1,1",2018,C0L,Q_09
1008,OK,"La sottocrosta del campione presenta una rugosità importante, soprattutto su un piatto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottocrosta importante soprattutto su un piatto,sottocrostarosta importante soprattutto su un piatto,2018,C0L,TG_13
1009,FUORI_ATTRIBUTO,Le misure sono 11 e 12.,11 12,nella norma 12,2018,C0L,TG_14
1010,OK,"La crosta presenta uno spessore di 12 mm, risultando spessa e conforme alle caratteristiche attese.",12,nella norma,2018,C0N,Q_09
1011,OK,"La sottocrosta del campione presenta una rugosità evidente e marcata, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottocrosta evidente e marcato,sottocrostarosta evidente e marcato,2018,C0N,TG_13
1012,OK,"La crosta del campione presenta uno spessore sfumato, con una media di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sfumata  Media 12mm,Sfumata  Media 12mm,2018,C0A,Q_02
1013,FUORI_ATTRIBUTO,C'è poco contrasto a causa del colore di fondo molto carico.,Poco contrasto dato il colore di fondo molto carico,Poco contrasto dato il colore di fondo molto carico,2018,C0A,Q_09
1014,OK,"La crosta del campione presenta uno spessore netto su un piatto, mentre risulta sfumata e spessa sull'altro, conforme alle attese per la stagionatura del Grana Trentino DOP.",Netta su un piatto. Sfumata e spessa sull'altro,Netta su un piatto. Sfumata e spessa sull'altro,2018,C0A,TG_04
1015,OK,"La crosta del campione presenta uno spessore medio di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Media 10mm,Media 10mm,2018,C0C,Q_02
1016,OK,"La crosta del campione presenta uno spessore medio di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Media 8mm,Media 8mm,2018,C0E,Q_02
1017,CONFORME,"Il campione presenta uno spessore della crosta che si attesta nella media, conforme agli standard del Grana Trentino DOP.",Nella media,Nella media,2018,C0E,TG_20
1018,OK,"La crosta del campione presenta un aspetto bello e uniforme, conforme alle attese per la stagionatura del Grana Trentino DOP.",Bella uniforme,Bella uniforme,2018,C0E,TG_26
1019,OK,"La crosta del campione presenta uno spessore medio di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Media 8mm,Media 8mm,2018,C0G,Q_02
1020,OK,"La crosta del campione presenta uno spessore più sottile di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Più sottile di 10mm,Più sottile di 10mm,2018,C0G,TG_20
1021,FUORI_ATTRIBUTO,La media è di 11 mm.,Media 11mm,Media 11mm,2018,C0Q,Q_02
1022,FUORI_ATTRIBUTO,Il colore di sfondo è molto carico.,Colore sfondo molto carico,Colore sfondo molto carico,2018,C0Q,Q_09
1023,FUORI_ATTRIBUTO,Il limite della crosta è sfumato e spessa.,"Limite della crosta sfumato, spessa.","Limite della crosta sfumato, spessa.",2018,C0Q,TG_04
1024,OK,"Lo spessore della crosta è descritto come spesso, indicando una buona conformità alle attese per la stagionatura.",Spesso,Spesso,2018,C0Q,TG_20
1025,FUORI_ATTRIBUTO,"La crosta non è uniforme, ma è molto sottile sui piatti.",Non uniforme ma sui piatti molto sottile,Non uniforme ma sui piatti molto sottile,2018,C0Q,TG_26
1026,FUORI_ATTRIBUTO,La crosta è sfumata con spigoli accentuati e la media è di 10 mm.,Crosta sfumata spigoli accentuati Media 10mm,Crosta sfumata spigoli accentuati Media 10mm,2018,C0R,Q_02
1027,FUORI_ATTRIBUTO,C'è poco contrasto a causa del colore di fondo carico.,Poco contrasto dato l'ok colore di fondo carico,Poco contrasto dato l'ok colore di fondo carico,2018,C0R,Q_09
1028,FUORI_ATTRIBUTO,È grossa ed evidente.,Grossa ed evidente,Grossa ed evidente,2018,C0R,TG_26
1029,FUORI_ATTRIBUTO,La sfumatura è media e misura 9 mm.,Sfumata Media 9mm,Sfumata Media 9mm,2018,C0C,Q_02
1030,FUORI_ATTRIBUTO,Il colore della sottocrosta è più evidente sotto un piatto.,Colore Sottocrosta più evidente sotto un piatto,Colore sottocrostarosta più evidente sotto un piatto,2018,C0C,Q_09
1031,FUORI_ATTRIBUTO,"È spessa 0,9 cm su un piatto.","0,9 cm Più spessa su un piatto",molto sottile Più spessa su un piatto,2018,C0C,TG_13
1032,OK,"La misura dello spessore della crosta è di 12 mm, evidenziando una caratteristica spessa e regolare.",12 mm,nella norma mm,2018,C0C,TG_15
1033,FUORI_ATTRIBUTO,Ci sono 9 o 10 piatti diversi.,9 10 diversi i piatti,nella norma 10 diversi i piatti,2018,C0C,TG_19
1034,OK,"La crosta è definita sottile, indicando una conformità alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0C,TG_35
1035,FUORI_ATTRIBUTO,"La sfumatura è dispari e media, misura 10 mm.",Sfumata e dispari  Media 10mm,Sfumata e dispari  Media 10mm,2018,C0I,Q_02
1036,FUORI_ATTRIBUTO,È più spessa su un lato.,Più su un lato,Più su un lato,2018,C0I,Q_09
1037,FUORI_ATTRIBUTO,È sfumata e molto spessa.,"Sfumata, molto spessa","Sfumata, molto spessa",2018,C0I,TG_04
1038,FUORI_ATTRIBUTO,"Misura 1,2 cm, ma ha un'unghia spessa e di colore bruno.","1,2 cm ma con unghia spessa e di colore bruno",molto sottile ma con unghia spessa e di colore bruno,2018,C0I,TG_13
1039,FUORI_ATTRIBUTO,La misura è tra 12 e 14 mm.,12. 14 mm,nella norma. 14 mm,2018,C0I,TG_15
1040,FUORI_ATTRIBUTO,"Gli spigoli sono molto pronunciati, uno presenta anche fine occhiatura.","Spigoli molto pronunciati, in uno anche con fine occhiatura","Spigoli molto pronunciati, in uno anche con fine occhiatura",2018,C0I,TG_19
1041,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0I,TG_35
1042,FUORI_ATTRIBUTO,La misura è media e di 9 mm.,Media 9mm,Media 9mm,2018,C0M,Q_02
1043,FUORI_ATTRIBUTO,Il colore della sottocrosta è sfumato.,Colore Sottocrosta sfumato,Colore sottocrostarosta sfumato,2018,C0M,Q_09
1044,OK,"La crosta del campione presenta uno spessore molto sottile con unghia pronunciata sugli spigoli, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,8 cm con unghia pronunciata sugli spigoli",molto sottile con unghia pronunciata sugli spigoli,2018,C0M,TG_13
1045,OK,"Lo spessore della crosta è di 10 mm, conforme alle aspettative per la stagionatura del Grana Trentino DOP.",10 mm,nella norma mm,2018,C0M,TG_15
1046,FUORI_ATTRIBUTO,"C'è una differenza di intensità tra i piatti e gli scalzi, sotto uno spigolo si nota occhiatura e secchezza.","Diverso fra i piatti e gli scalzi x intensità, sotto uno spigolo occhiatura e secchezza","Diverso fra i piatti e gli scalzi per intensità, sotto uno spigolo occhiatura e secchezza",2018,C0M,TG_19
1047,OK,"La crosta del campione presenta uno spessore abbastanza sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Abbastanza sottile,Abbastanza sottile,2018,C0M,TG_35
1048,FUORI_ATTRIBUTO,La sfumatura è media e misura 10 mm.,Sfumata Media 10mm,Sfumata Media 10mm,2018,C0N,Q_02
1049,FUORI_ATTRIBUTO,1 cm,1 cm,molto sottile,2018,C0N,TG_13
1050,OK,"La misura dello spessore della crosta è di 11 mm, indicando una buona conformità alle attese.",11 mm,nella norma mm,2018,C0N,TG_15
